LoincNumber,LongCommonName
36700-3,XR Radius and Ulna - left AP and Lateral
36743-3,XR Radius and Ulna - left Oblique Views
26148-7,XR Radius and Ulna - left Views
37707-7,XR Radius and Ulna - right 2 Views
37708-5,XR Radius and Ulna - right AP and Lateral
37709-3,XR Radius and Ulna - right Oblique Views
69317-6,XR Radius and Ulna - right Single view
26150-3,XR Radius and Ulna - right Views
39376-9,XR Radius and Ulna - right Views and Oblique
36658-3,XR Radius and Ulna 2 Views
36698-9,XR Radius and Ulna AP and Lateral
24891-4,XR Radius and Ulna Views
42687-4,XR Ribs - bilateral 2 Views
48468-3,XR Ribs - bilateral 2 Views and Chest PA
36313-5,XR Ribs - bilateral 3 Views
36328-3,XR Ribs - bilateral 4 Views
39099-7,XR Ribs - bilateral 4 Views and Chest PA
69071-9,XR Ribs - bilateral and Chest Views
69070-1,XR Ribs - bilateral Anterior and Lateral
36958-7,XR Ribs - bilateral AP
79365-3,XR Ribs - bilateral GE 3 Views
48485-7,XR Ribs - bilateral GE 3 Views and Chest PA
26151-1,XR Ribs - bilateral Views
41811-1,XR Ribs - bilateral Views and Chest PA
37066-8,XR Ribs - left 2 Views
36314-3,XR Ribs - left 3 Views
39326-4,XR Ribs - left and Chest Views
38856-1,XR Ribs - left Anterior and Lateral
36959-5,XR Ribs - left AP
48486-5,XR Ribs - left GE 3 Views and Chest PA
38857-9,XR Ribs - left Lateral
42313-7,XR Ribs - left Single view
26152-9,XR Ribs - left Views
41832-7,XR Ribs - left Views and Chest PA
37780-4,XR Ribs - right 2 Views
37781-2,XR Ribs - right 3 Views
37782-0,XR Ribs - right Anterior and Lateral
37783-8,XR Ribs - right AP
48484-0,XR Ribs - right GE 3 Views and Chest PA
37784-6,XR Ribs - right Lateral
42314-5,XR Ribs - right Single view
26153-7,XR Ribs - right Views
42010-9,XR Ribs - right Views and Chest PA
83040-6,XR Ribs - unilateral 2 Views
83042-2,XR Ribs - unilateral 2 Views and Chest AP
83041-4,XR Ribs - unilateral 2 Views and Chest Single view
79366-1,XR Ribs - unilateral and Chest 2 Views
39060-9,XR Ribs 2 Views
39062-5,XR Ribs 3 Views
38073-3,XR Ribs anterior - bilateral Views
38074-1,XR Ribs anterior - left Views
37963-6,XR Ribs anterior - right Views
39064-1,XR Ribs Anterior and Lateral
38868-6,XR Ribs anterior and posterior - left Views
37962-8,XR Ribs anterior and posterior - right Views
37937-0,XR Ribs anterior Views
39050-0,XR Ribs AP
44191-5,XR Ribs GE 3 Views and Chest PA
39053-4,XR Ribs Lateral
38866-0,XR Ribs lower - left Views
37960-2,XR Ribs lower - right Views
42381-4,XR Ribs lower posterior - left Views
39493-2,XR Ribs lower posterior - right Views
39489-0,XR Ribs lower posterior Views
39352-0,XR Ribs posterior - bilateral Views
38869-4,XR Ribs posterior - left Views
37964-4,XR Ribs posterior - right Views
37938-8,XR Ribs posterior Views
38867-8,XR Ribs upper - left Views
37961-0,XR Ribs upper - right Views
39351-2,XR Ribs upper anterior and posterior - left Views
39491-6,XR Ribs upper anterior and posterior - right Views
39353-8,XR Ribs upper posterior - left Views
39492-4,XR Ribs upper posterior - right Views
24899-7,XR Ribs Views
42165-1,XR Ribs Views and Chest PA
83043-0,XR Sacroiliac joint - bilateral 1 or 2 Views
48746-2,XR Sacroiliac joint - bilateral GE 3 Views
36633-6,XR Sacroiliac joint - bilateral Views
36634-4,XR Sacroiliac joint - left Views
37786-1,XR Sacroiliac joint - right Views
48467-5,XR Sacroiliac Joint 1 or 2 Views
44181-6,XR Sacroiliac Joint 2 or 3 Views
37648-3,XR Sacroiliac Joint 3 Views
37649-1,XR Sacroiliac Joint AP and Oblique
37650-9,XR Sacroiliac Joint Ferguson
44189-9,XR Sacroiliac Joint GE 3 Views
37646-7,XR Sacroiliac Joint Limited Views
24900-3,XR Sacroiliac Joint Views
37651-7,XR Sacrum 2 Views
44179-0,XR Sacrum and Coccyx 2 Views
39061-7,XR Sacrum and Coccyx 3 Views
79367-9,XR Sacrum and Coccyx GE 2 Views
24665-2,XR Sacrum and Coccyx Views
37652-5,XR Sacrum AP and Lateral
83044-8,XR Sacrum GE 2 Views
30884-1,XR Sacrum Views
69264-0,XR Sacrum Views W standing
39058-3,XR Salivary gland Views
36714-4,XR Scapula - bilateral AP and Lateral
26154-5,XR Scapula - bilateral Views
37055-1,XR Scapula - bilateral Y
36666-6,XR Scapula - left 2 Views
36715-1,XR Scapula - left AP and Lateral
37124-5,XR Scapula - left AP and Y
26155-2,XR Scapula - left Views
37054-4,XR Scapula - left Y
37787-9,XR Scapula - right 2 Views
37788-7,XR Scapula - right AP and Lateral
37789-5,XR Scapula - right AP and Y
26156-0,XR Scapula - right Views
37790-3,XR Scapula - right Y
37655-8,XR Scapula 2 Views
39048-4,XR Scapula AP
83045-5,XR Scapula AP and Lateral
39366-0,XR Scapula Lateral and outlet
37654-1,XR Scapula Single view
24903-7,XR Scapula Views
37656-6,XR Scapula Y
42435-8,XR Sella turcica 2 Views
42436-6,XR Sella turcica Lateral and Towne
42159-4,XR Sella turcica Views
36667-4,XR Shoulder - bilateral 2 Views
26382-2,XR Shoulder - bilateral 3 Views
37468-6,XR Shoulder - bilateral 30 degree caudal angle
36329-1,XR Shoulder - bilateral 4 Views
36586-6,XR Shoulder - bilateral AP
37080-9,XR Shoulder - bilateral AP and Axillary
37081-7,XR Shoulder - bilateral AP and Axillary and Outlet
39339-7,XR Shoulder - bilateral AP and Axillary and Outlet and 30 degree caudal angle
37126-0,XR Shoulder - bilateral AP and Axillary and Y
36716-9,XR Shoulder - bilateral AP and Lateral
46349-7,XR Shoulder - bilateral AP and Transthoracic
39329-8,XR Shoulder - bilateral AP internal rotation and AP external rotation
39336-3,XR Shoulder - bilateral AP internal rotation and AP external rotation and Axillary
39337-1,XR Shoulder - bilateral AP internal rotation and AP external rotation and Axillary and Outlet
39344-7,XR Shoulder - bilateral AP internal rotation and AP external rotation and Axillary and Y
39343-9,XR Shoulder - bilateral AP internal rotation and AP external rotation and Y
39346-2,XR Shoulder - bilateral AP internal rotation and West Point
36963-7,XR Shoulder - bilateral Axillary
37127-8,XR Shoulder - bilateral Axillary and Y
37035-3,XR Shoulder - bilateral Grashey
37161-7,XR Shoulder - bilateral Grashey and Axillary and Outlet and Zanca
39350-4,XR Shoulder - bilateral Grashey and Outlet and Serendipity
37012-2,XR Shoulder - bilateral Outlet
37152-6,XR Shoulder - bilateral Outlet and Y
36568-4,XR Shoulder - bilateral Single view
37024-7,XR Shoulder - bilateral Stryker Notch
37047-8,XR Shoulder - bilateral Velpeau axillary
26157-8,XR Shoulder - bilateral Views
37050-2,XR Shoulder - bilateral West Point
36668-2,XR Shoulder - left 2 Views
26383-0,XR Shoulder - left 3 Views
69154-3,XR Shoulder - left 3 Views and Axillary
69155-0,XR Shoulder - left 3 Views and Y
36330-9,XR Shoulder - left 4 Views
36677-3,XR Shoulder - left 5 Views
36679-9,XR Shoulder - left 6 Views
42412-7,XR Shoulder - left 90 degree abduction Views
36587-4,XR Shoulder - left AP
37082-5,XR Shoulder - left AP and Axillary and Outlet
37083-3,XR Shoulder - left AP and Axillary and Outlet and Zanca
37084-1,XR Shoulder - left AP and Axillary and Y
69153-5,XR Shoulder - left AP and Grashey and Axillary
37122-9,XR Shoulder - left AP and Stryker Notch
38082-4,XR Shoulder - left AP and Transthoracic
37123-7,XR Shoulder - left AP and West Point
36961-1,XR Shoulder - left AP and West Point and Outlet
37125-2,XR Shoulder - left AP and Y
39328-0,XR Shoulder - left AP internal rotation and AP external rotation
39335-5,XR Shoulder - left AP internal rotation and AP external rotation and Axillary
39338-9,XR Shoulder - left AP internal rotation and AP external rotation and Axillary and Y
39348-8,XR Shoulder - left AP internal rotation and AP external rotation and Y
39325-6,XR Shoulder - left AP internal rotation and Grashey and Axillary and Outlet
39347-0,XR Shoulder - left AP internal rotation and West Point
36964-5,XR Shoulder - left Axillary
37128-6,XR Shoulder - left Axillary and Y
36974-4,XR Shoulder - left Garth
79368-7,XR Shoulder - left GE 2 Views
37473-6,XR Shoulder - left Grashey
37160-9,XR Shoulder - left Grashey and Axillary
37158-3,XR Shoulder - left Grashey and Axillary and Outlet
37538-6,XR Shoulder - left Grashey and Axillary and Y
37157-5,XR Shoulder - left Grashey and Outlet
37162-5,XR Shoulder - left Grashey and Outlet and Serendipity
37167-4,XR Shoulder - left Grashey and West Point
69156-8,XR Shoulder - left Grashey and Y
38004-8,XR Shoulder - left Grashey Views WO and W weight
37136-9,XR Shoulder - left Lateral and Y
37013-0,XR Shoulder - left Outlet
37140-1,XR Shoulder - left Outlet and Y
36569-2,XR Shoulder - left Single view
37025-4,XR Shoulder - left Stryker Notch
37034-6,XR Shoulder - left Transthoracic
37048-6,XR Shoulder - left Velpeau axillary
26158-6,XR Shoulder - left Views
37051-0,XR Shoulder - left West Point
38858-7,XR Shoulder - left Y
37793-7,XR Shoulder - right 2 Views
26384-8,XR Shoulder - right 3 Views
39393-4,XR Shoulder - right 3 Views and Axillary
39394-2,XR Shoulder - right 3 Views and Y
37794-5,XR Shoulder - right 4 Views
37795-2,XR Shoulder - right 5 Views
37796-0,XR Shoulder - right 6 Views
37798-6,XR Shoulder - right AP
38781-1,XR Shoulder - right AP and Axillary and Outlet
38782-9,XR Shoulder - right AP and Axillary and Outlet and Zanca
38783-7,XR Shoulder - right AP and Axillary and Y
69262-4,XR Shoulder - right AP and Grashey and Axillary
37797-8,XR Shoulder - right AP and Stryker Notch
38822-3,XR Shoulder - right AP and Transthoracic
38787-8,XR Shoulder - right AP and West Point
37799-4,XR Shoulder - right AP and West Point and Outlet
38788-6,XR Shoulder - right AP and Y
39395-9,XR Shoulder - right AP internal rotation and AP external rotation
39397-5,XR Shoulder - right AP internal rotation and AP external rotation and West Point
39396-7,XR Shoulder - right AP internal rotation and West Point
37800-0,XR Shoulder - right Axillary
37807-5,XR Shoulder - right Axillary and Y
37801-8,XR Shoulder - right Garth
79369-5,XR Shoulder - right GE 2 Views
38805-8,XR Shoulder - right Grashey
38793-6,XR Shoulder - right Grashey and Axillary
37806-7,XR Shoulder - right Grashey and Axillary and Outlet
38789-4,XR Shoulder - right Grashey and Axillary and Y
38791-0,XR Shoulder - right Grashey and Outlet
38794-4,XR Shoulder - right Grashey and Outlet and Serendipity
38795-1,XR Shoulder - right Grashey and West Point
43790-5,XR Shoulder - right Grashey and Y
38816-5,XR Shoulder - right Grashey Views WO and W weight
39392-6,XR Shoulder - right Internal rotation and External rotation and Axillary
37803-4,XR Shoulder - right Lateral and Y
37802-6,XR Shoulder - right Outlet
37804-2,XR Shoulder - right Outlet and Y
37792-9,XR Shoulder - right Single view
37791-1,XR Shoulder - right Stryker Notch
38779-5,XR Shoulder - right Transthoracic
38780-3,XR Shoulder - right Velpeau axillary
26159-4,XR Shoulder - right Views
37809-1,XR Shoulder - right West Point
37805-9,XR Shoulder - right Y
37840-6,XR Shoulder 2 Views
24908-6,XR Shoulder 3 Views
69265-7,XR Shoulder 4 Views
30750-4,XR Shoulder 5 Views
37842-2,XR Shoulder AP
39401-5,XR Shoulder AP and Grashey and Axillary
37841-4,XR Shoulder AP and Lateral
37839-8,XR Shoulder AP and Lateral and Axillary
39077-3,XR Shoulder AP and Transthoracic
69266-5,XR Shoulder AP and Y
39402-3,XR Shoulder AP internal rotation and AP external rotation
39321-5,XR Shoulder AP internal rotation and AP external rotation and Axillary
37849-7,XR Shoulder Axillary
39403-1,XR Shoulder Axillary and Transcapular
37843-0,XR Shoulder Garth
79370-3,XR Shoulder GE 2 Views
37844-8,XR Shoulder Grashey
69267-3,XR Shoulder Grashey and Axillary and Y
37845-5,XR Shoulder Outlet
30748-8,XR Shoulder Single view
39516-0,XR Shoulder Stryker Notch
39517-8,XR Shoulder Stryker Notch and West Point
24909-4,XR Shoulder Views
30751-2,XR Shoulder West Point
37847-1,XR Shoulder Y
42160-2,XR Shunt Views
43523-0,XR Sinuses 1 or 2 Views
37853-9,XR Sinuses 2 Views
37854-7,XR Sinuses 3 Views
39404-9,XR Sinuses 3 Views and Submentovertex
37855-4,XR Sinuses 4 Views
37856-2,XR Sinuses 5 Views
37857-0,XR Sinuses Caldwell
37852-1,XR Sinuses Caldwell and Waters
43486-0,XR Sinuses GE 3 Views
37858-8,XR Sinuses Lateral
37864-6,XR Sinuses Lateral and Caldwell and Waters
37862-0,XR Sinuses Lateral and Waters
44209-5,XR Sinuses Limited Views
30721-5,XR Sinuses PA and Lateral
37860-4,XR Sinuses PA and Lateral and Caldwell and Waters
37859-6,XR Sinuses PA and Lateral and Waters
37851-3,XR Sinuses Single view
37861-2,XR Sinuses Submentovertex
24916-9,XR Sinuses Views
37863-8,XR Sinuses Waters
38117-8,XR Sinuses Waters upright
37867-9,XR Skull 2 Views
24918-5,XR Skull 3 Views
37868-7,XR Skull 4 Views
24922-7,XR Skull 5 Views
37338-1,XR Skull and Facial bones and Mandible Views
43787-1,XR Skull and Facial bones and Mandible Views for dental measurement
69269-9,XR Skull AP
24919-3,XR Skull AP and Lateral
48695-1,XR Skull base Single view
48697-7,XR Skull base Views
46377-8,XR Skull GE 3 Views
48487-3,XR Skull GE 4 Views
43524-8,XR Skull GE 5 Views
24920-1,XR Skull Lateral
37871-1,XR Skull Lateral and Caldwell and Waters and Towne
37869-5,XR Skull Lateral and Towne
37872-9,XR Skull Lateral crosstable
83046-3,XR Skull LE 3 AP and Lateral Views
43470-4,XR Skull LE 3 Views
48466-7,XR Skull Limited Views
69270-7,XR Skull PA
69271-5,XR Skull PA and Lateral and Waters and Towne
39519-4,XR Skull PA and Right lateral and Left lateral
39521-0,XR Skull PA and Right lateral and Left lateral and Caldwell and Towne
39520-2,XR Skull PA and Right lateral and Left lateral and Towne
24917-7,XR Skull Single view
37026-2,XR Skull Submentovertex
37870-3,XR Skull Towne
28564-3,XR Skull Views
24921-9,XR Skull Waters
37879-4,XR Spine 2 Views
37876-0,XR Spine 4 Views
37877-8,XR Spine AP
24928-4,XR Spine AP and Lateral
24948-2,XR Spine Cervical Odontoid and Cervical axis AP
43785-5,XR Spine cervicothoracic junction AP and Lateral
43781-4,XR Spine cervicothoracic junction Views
44194-9,XR Spine GE 4 Views W right bending and W left bending
39052-6,XR Spine Lateral
37878-6,XR Spine Lateral crosstable
42442-4,XR Spine Lateral W standing
37257-3,XR Spine Lumbar and Sacroiliac Joint 3 Views
37353-0,XR Spine Lumbar and Sacroiliac Joint 5 Views
37259-9,XR Spine Lumbar and Sacrum 3 Views
48473-3,XR Spine Lumbar and Sacrum 4 Views
37355-5,XR Spine Lumbar and Sacrum 5 Views
37260-7,XR Spine Lumbar and Sacrum and Coccyx 3 Views
37356-3,XR Spine Lumbar and Sacrum and Coccyx 5 Views
37341-5,XR Spine Lumbar and Sacrum and Coccyx Views
79371-1,XR Spine Lumbar and Sacrum GE 2 Views
79372-9,XR Spine Lumbar and Sacrum GE 4 Views
79349-7,XR Spine Lumbar and Sacrum GE 6 Views
37340-7,XR Spine Lumbar and Sacrum Views
37515-4,XR Spine lumbosacral junction Lateral spot
37516-2,XR Spine lumbosacral junction Lateral spot W standing
37300-1,XR Spine lumbosacral junction True AP
46340-6,XR Spine lumbosacral junction Views
42689-0,XR Spine Oblique
48748-8,XR Spine Oblique Views
37875-2,XR Spine Single view
69273-1,XR Spine thoracolumbar junction 2 Views
37974-3,XR Spine thoracolumbar junction AP and Lateral
37975-0,XR Spine thoracolumbar junction Views
28613-8,XR Spine Views
42690-8,XR Spine Views W flexion and W extension
30713-2,XR Spine Views W right bending and W left bending
24975-5,XR Spine.lumbar and Sacroiliac joint - bilateral Views
48482-4,XR Sternoclavicular joint - bilateral GE 3 Views
37298-7,XR Sternoclavicular joint - bilateral Serendipity
37323-3,XR Sternoclavicular joint - bilateral Views
37299-5,XR Sternoclavicular joint - left Serendipity
37324-1,XR Sternoclavicular joint - left Views
37808-3,XR Sternoclavicular joint - right Serendipity
37965-1,XR Sternoclavicular joint - right Views
37881-0,XR Sternoclavicular Joint 3 Views
37882-8,XR Sternoclavicular Joint 4 Views
37880-2,XR Sternoclavicular Joint AP
37846-3,XR Sternoclavicular Joint Serendipity
37883-6,XR Sternum 2 Views
83047-1,XR Sternum GE 2 Views
39406-4,XR Sternum Lateral and right anterior oblique
39405-6,XR Sternum Lateral and right oblique and left oblique
37884-4,XR Sternum PA and Lateral and Oblique
24994-6,XR Sternum Views
72876-6,XR Surgical specimen Views
46386-9,XR Teeth Bitewing Views
37350-6,XR Temporomandibular joint - bilateral 5 Views
37546-9,XR Temporomandibular joint - bilateral Open and Closed mouth
37325-8,XR Temporomandibular joint - bilateral Views
48491-5,XR Temporomandibular joint - left Open and Closed mouth
30889-0,XR Temporomandibular joint - left Views
48490-7,XR Temporomandibular joint - right Open and Closed mouth
30890-8,XR Temporomandibular joint - right Views
48699-3,XR Temporomandibular joint - unilateral Open and Closed mouth
25000-1,XR Temporomandibular joint Views
24984-7,XR Thoracic and lumbar spine 2 Views
37658-2,XR Thoracic and lumbar spine 2 Views for scoliosis
39049-2,XR Thoracic and lumbar spine AP
38123-6,XR Thoracic and lumbar spine AP and Lateral
30715-7,XR Thoracic and lumbar spine AP and lateral for scoliosis
42424-2,XR Thoracic and lumbar spine AP and lateral for scoliosis W sitting
39367-8,XR Thoracic and lumbar spine AP and lateral for scoliosis W standing
30714-0,XR Thoracic and lumbar spine AP for scoliosis
42426-7,XR Thoracic and lumbar spine AP for scoliosis W sitting
37659-0,XR Thoracic and lumbar spine AP for scoliosis W standing
42429-1,XR Thoracic and lumbar spine AP for scoliosis W standing and W right bending
42428-3,XR Thoracic and lumbar spine AP for scoliosis W standing in brace
